,Sr. No,Symbol,Name of the company,Last Price,Previous Close,Open,Day High,Day Low,Close Price
168,169,BHARTISHIP,Bharati Shipyard Limited,0,0,0,0,0,0
169,170,BHEL,Bharat Heavy Electricals Limited,75.10,74.85,75.20,75.65,74.55,75.05
170,171,BHUSANSTL,Bhushan Steel Limited,35.15,33.50,35.15,35.15,35.15,35.15
171,172,BIL,Bhartiya International Limited,401.00,402.45,398.00,403.50,393.05,397.45
172,173,BILPOWER,Bilpower Limited,0,0,0,0,0,0
173,174,BINANIIND,Binani Industries Limited,88.05,87.85,87.50,89.80,87.50,88.05
174,175,BINDALAGRO,Oswal Chemicals & Fertilizers Limited,25.50,25.10,25.50,25.80,24.60,25.30
175,176,BIOCON,Biocon Limited,662.80,645.35,645.00,663.85,639.15,659.95
176,177,BIRLACORPN,Birla Corporation Limited,760.00,737.30,739.00,765.95,732.10,759.00
177,178,BIRLACOT,Birla Cotsyn (India) Limited,0,0,0,0,0,0
178,179,BIRLAERIC,Birla Ericsson Optical Limited,0,0,0,0,0,0
179,180,BIRLAMONEY,Aditya Birla Money Limited,62.50,60.80,62.00,63.00,60.20,62.10
180,181,BIRLAPOWER,Birla Power Solutions Limited,0,0,0,0,0,0
181,182,BLBLIMITED,BLB Limited,8.00,7.65,7.65,8.00,7.50,7.75
182,183,BLISSGVS,Bliss GVS Pharma Limited,181.00,181.85,182.25,184.80,181.00,181.20
183,184,BLKASHYAP,B. L. Kashyap and Sons Limited,42.55,42.90,43.20,43.55,42.50,42.55
184,185,BLUECHIP,Blue Chip India Limited,0.25,0.25,0.00,0.00,0.00,0.00
185,186,BLUECOAST,Blue Coast Hotels and Resorts Limited,83.00,81.05,83.00,83.00,83.00,83.00
186,187,BLUEDART,Blue Dart Express Limited,"3,500.00","3,373.00","3,399.95","3,529.90","3,330.00","3,502.90"
187,188,BLUESTARCO,Blue Star Limited,705.95,702.90,706.40,710.00,683.05,701.45
188,189,BLUESTINFO,Blue Star Infotech Limited,0,0,0,0,0,0
189,190,BOC,BOC India Limited,0,0,0,0,0,0
190,191,BOMDYEING,Bombay Dyeing & Mfg Company Limited,262.20,258.60,259.70,264.60,256.50,262.10
191,192,BOSCHLTD,Bosch Limited,"17,899.00","17,757.50","17,843.75","17,901.15","17,640.00","17,807.05"
192,193,BPCL,Bharat Petroleum Corporation Limited,381.30,371.35,371.00,383.00,367.25,380.55
193,194,BPL,BPL Limited,64.20,64.05,64.75,65.00,63.00,64.30
194,195,BRANDHOUSE,Brandhouse Retails Limited,0,0,0,0,0,0
195,196,BRFL,Bombay Rayon Fashions Limited,21.25,21.50,22.10,22.10,20.45,21.75
196,197,BRIGADE,Brigade Enterprises Limited,245.00,247.10,245.95,249.90,241.05,245.90
197,198,BRITANNIA,Britannia Industries Limited,"5,822.00","5,718.20","5,720.00","5,850.00","5,706.05","5,827.50"
198,199,BROADCAST,Broadcast Initiatives Limited,0,0,0,0,0,0
199,200,BSELINFRA,BSEL Infrastructure Realty Limited,3.30,3.35,3.45,3.45,3.30,3.30
200,201,BSL,BSL Limited,55.00,54.85,55.80,56.50,55.00,55.05
201,202,BSTRANSCOM,BS TransComm Limited,0,0,0,0,0,0
202,203,BURNPUR,Burnpur Cement Limited,5.20,5.15,5.25,5.35,5.05,5.25
203,204,BVCL,Barak Valley Cements Limited,23.05,22.00,22.10,23.05,21.30,23.00
204,205,CADILAHC,Cadila Healthcare Limited,379.30,357.25,365.00,408.05,352.00,382.20
205,206,CAIRN,Cairn India Limited,0,0,0,0,0,0
206,207,CALSOFT,California Software Company Limited,30.05,30.30,30.05,31.80,28.80,29.60
207,208,CAMBRIDGE,Cambridge Solutions Limited,0,0,0,0,0,0
208,209,CAMLIN,Camlin Limited,0,0,0,0,0,0
209,210,CANBK,Canara Bank,253.45,245.10,245.30,256.00,244.20,253.20
210,211,CANDC,C & C Constructions Limited,43.85,43.00,43.55,43.90,42.50,43.40
211,212,CANFINHOME,Can Fin Homes Limited,363.45,353.75,354.95,364.00,353.95,360.95
212,213,CANTABIL,Cantabil Retail India Limited,128.00,123.70,127.00,129.50,124.00,128.25
213,214,CARBORUNIV,Carborundum Universal Limited,347.50,329.40,329.75,349.00,327.05,344.80
214,215,CAROLINFO,Carol Info Services Limited,0,0,0,0,0,0
215,216,CASTROL,Castrol India Limited,0,0,0,0,0,0
216,217,CCCL,Consolidated Construction Consortium Limited,3.45,3.45,3.45,3.55,3.15,3.40
217,218,CCL,CCL Products (India) Limited,314.90,315.05,315.40,317.10,312.10,314.45
218,219,CEATLTD,CEAT Limited,"1,352.05","1,299.85","1,305.45","1,364.90","1,298.00","1,356.95"
219,220,CEBBCO,Commercial Engineers & Body Builders Co Limited,14.05,14.10,13.70,14.60,13.70,13.90
220,221,CELESTIAL,Celestial Biolabs Limited,11.10,11.10,11.20,11.60,10.60,11.05
221,222,CENTENKA,Century Enka Limited,316.00,312.75,312.65,320.00,306.45,311.50
222,223,CENTEXT,Century Extrusions Limited,6.20,5.95,5.65,6.50,5.65,6.20
223,224,CENTRALBK,Central Bank of India,66.65,66.50,67.00,67.20,66.10,66.80
224,225,CENTUM,Centum Electronics Limited,497.60,498.80,502.00,507.90,488.05,492.60
225,226,CENTURYPLY,Century Plyboards (India) Limited,269.80,270.80,272.40,273.50,266.50,269.50
226,227,CENTURYTEX,Century Textiles & Industries Limited,952.10,950.45,951.80,971.70,944.00,950.55
227,228,CERA,Cera Sanitaryware Limited,"2,865.00","2,850.85","2,879.95","2,894.00","2,836.70","2,869.60"
228,229,CESC,CESC Limited,"1,042.00","1,020.55","1,023.80","1,049.55","1,023.80","1,040.95"
229,230,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,163.50,160.50,159.05,164.85,159.05,163.25
230,231,CHEMFALKAL,Chemfab Alkalis Limited,0,0,0,0,0,0
231,232,CHEMPLAST,Chemplast Sanmar Limited,0,0,0,0,0,0
232,233,CHENNPETRO,Chennai Petroleum Corporation Limited,283.55,267.50,269.45,283.55,266.90,281.45
233,234,CHESLINTEX,Cheslind Textiles Limited,0,0,0,0,0,0
234,235,CHETTINAD,Chettinad Cement Corporation Limited,0,0,0,0,0,0
235,236,CHOLAFIN,Cholamandalam Investment and Finance    Company Limited,"1,507.00","1,494.10","1,503.00","1,519.40","1,489.00","1,507.40"
236,237,CILNOVA,CIL Nova Petrochemicals Limited,0,0,0,0,0,0
237,238,CINEMAX,Cinemax India Limited,0,0,0,0,0,0
238,239,CINEVISTA,Cinevistaas Limited,7.45,7.45,7.80,7.80,7.35,7.55
239,240,CIPLA,Cipla Limited,535.55,533.50,538.85,538.85,527.50,536.65
240,241,CLASSIC,Classic Diamonds (India) Limited,0,0,0,0,0,0
241,242,CLNINDIA,Clariant Chemicals (India) Limited,448.05,439.65,439.00,451.50,435.00,449.05
242,243,CLUTCHAUTO,Clutch Auto Limited,0,0,0,0,0,0
243,244,CMAHENDRA,C. Mahendra Exports Limited,0,0,0,0,0,0
244,245,CMC,CMC Limited,0,0,0,0,0,0
245,246,COALINDIA,Coal India Limited,277.70,280.10,280.10,283.30,272.55,275.60
246,247,COLPAL,Colgate Palmolive (India) Limited,"1,260.35","1,251.35","1,250.00","1,272.00","1,240.20","1,257.40"
247,248,CONCOR,Container Corporation of India Limited,"1,376.30","1,381.00","1,375.20","1,396.40","1,367.15","1,378.25"
248,249,CONSOFINVT,Consolidated Finvest & Holdings    Limited,59.00,59.85,60.10,60.90,58.40,59.20
249,250,CORAL-HUB,Coral Hub Limited,0,0,0,0,0,0
250,251,CORDSCABLE,Cords Cable Industries Limited,72.65,73.10,77.90,77.90,71.75,72.95
251,252,COREPROTEC,Core Projects and Technologies Limited,0,0,0,0,0,0
252,253,COROMANDEL,Coromandel International Limited,426.95,418.30,418.50,429.85,415.00,424.35
253,254,CORPBANK,Corporation Bank,25.50,25.00,25.35,25.50,24.70,25.35
254,255,COSMOFILMS,Cosmo Films Limited,246.70,249.70,251.45,252.95,246.45,247.75
255,256,COX&KINGS,Cox & Kings Limited,0,0,0,0,0,0
256,257,CPIL,Career Point Infosystems Limited,0,0,0,0,0,0
257,258,CREATIVEYE,Creative Eye Limited,0,0,0,0,0,0
258,259,CRESTANI,Crest Animation Studios Limited,0,0,0,0,0,0
259,260,CREWBOS,Crew B.O.S. Products Limited,0,0,0,0,0,0
260,261,CRISIL,CRISIL Limited,"1,649.85","1,641.10","1,635.25","1,662.40","1,623.50","1,642.20"
261,262,CROMPGREAV,Crompton Greaves Limited,0,0,0,0,0,0
262,263,CRONIMET,Cronimet Alloys India Limited,0,0,0,0,0,0
263,264,CTE,Cambridge Technology Enterprises Limited,55.20,55.15,54.05,56.00,54.05,54.85
264,265,CUB,City Union Bank Limited,182.50,183.40,185.95,185.95,181.00,182.75
265,266,CUBEXTUB,Cubex Tubings Limited,18.50,19.45,19.75,19.80,18.50,18.50
266,267,CUMMINSIND,Cummins India Limited,704.90,719.85,709.80,720.15,696.25,701.80
267,268,CURATECH,Cura Technologies Limited,5.00,5.00,0.00,0.00,0.00,0.00
268,269,CYBERMEDIA,Cyber Media (India) Limited,10.20,10.20,0.00,0.00,0.00,0.00
269,270,CYBERTECH,Cybertech Systems And Software    Limited,52.45,49.75,51.15,52.50,50.15,51.80
270,271,DAAWAT,LT Foods Limited,76.70,83.80,79.55,79.65,76.40,76.75
271,272,DABUR,Dabur India Limited,377.75,369.50,371.00,379.75,370.50,378.30
272,273,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,64.90,62.55,62.55,64.90,61.30,63.85
273,274,DATAMATICS,Datamatics Global Services Limited,120.00,120.40,120.30,122.40,118.10,120.40
274,275,DBCORP,D.B.Corp Limited,260.10,256.65,257.45,262.80,257.00,259.20
275,276,DBREALTY,D B Realty Limited,51.70,49.50,49.40,51.90,49.20,51.45
276,277,DCB,Development Credit Bank Limited,0,0,0,0,0,0
277,278,DCHL,Deccan Chronicle Holdings Limited,0,0,0,0,0,0
278,279,DCM,DCM Limited,90.00,87.50,87.70,90.40,87.00,89.80
279,280,DCMSRMCONS,DCM Shriram Consolidated Limited,0,0,0,0,0,0
280,281,DCW,DCW Limited,28.00,26.60,26.40,28.00,26.40,27.50
281,282,DECCANCE,Deccan Cements Limited,468.30,463.05,474.90,474.90,462.00,468.05
282,283,DECOLIGHT,Decolight Ceramics Limited,0,0,0,0,0,0
283,284,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,318.70,315.55,314.10,321.85,312.00,318.90
284,285,DEEPAKNTR,Deepak Nitrite Limited,251.90,247.50,249.65,253.20,247.65,250.85
285,286,DEEPIND,Deep Industries Limited,147.45,141.35,141.05,150.00,137.05,148.30
286,287,DELTACORP,Delta Corp Limited,229.85,231.30,232.50,234.20,228.05,229.75
287,288,DELTAMAGNT,Delta Magnets Limited,61.30,58.75,58.00,61.50,55.85,59.75
288,289,DEN,Den Networks Limited,97.10,96.65,97.45,98.65,95.50,97.05
289,290,DENABANK,Dena Bank,16.30,16.15,16.20,16.40,16.05,16.25
290,291,DENORA,De Nora India Limited,338.00,331.60,321.00,348.15,321.00,339.25
291,292,DEWANHOUS,Dewan Housing Finance Corporation    Limited,0,0,0,0,0,0
292,293,DHAMPURSUG,The Dhampur Sugar Mills Limited,94.30,92.80,92.80,94.90,91.10,93.85
293,294,DHANBANK,Dhanlaxmi Bank Limited,20.20,20.35,20.50,20.50,20.00,20.20
294,295,DHANUKA,Dhanuka Agritech Limited,586.55,579.30,581.20,590.00,571.20,587.40
295,296,DHANUS,Dhanus Technologies Limited,0,0,0,0,0,0
296,297,DHARSUGAR,Dharani Sugars & Chemicals Limited,15.65,15.95,15.95,16.05,15.20,15.65
297,298,DHUNINV,Dhunseri Investments Limited,360.00,355.00,367.95,381.90,357.00,360.60
298,299,DIAPOWER,Diamond Power Infra Ltd,2.75,2.65,2.75,2.75,2.75,2.75
299,300,DICIND ,DIC India Limited,0,0,0,0,0,0
300,301,DIGJAM,Digjam Limited,0,0,0,0,0,0
301,302,DISHMAN,Dishman Pharmaceuticals and Chemicals,0,0,0,0,0,0
302,303,DISHTV,Dish TV India Limited,74.75,74.45,74.65,75.00,73.85,74.75
303,304,DIVISLAB,Divi's Laboratories Limited,"1,147.20","1,128.70","1,129.85","1,154.80","1,113.80","1,148.85"
304,305,DLF,DLF Limited,202.50,196.40,196.95,205.40,196.55,202.70
305,306,DLINKINDIA,D-Link (India) Limited,91.75,90.30,90.30,92.25,90.00,90.95
306,307,DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,80.70,81.10,81.65,82.25,80.15,80.95
307,308,DONEAR,Donear Industries Limited,48.70,47.90,48.15,49.30,47.05,48.25
308,309,DPSCLTD,DPSC Limited,27.45,27.20,27.45,27.45,27.05,27.45
309,310,DPTL,Dhunseri Petrochem & Tea Limited,0,0,0,0,0,0
310,311,DQE,DQ Entertainment (International) Limited,9.50,9.95,9.95,10.00,9.50,9.50
311,312,DREDGECORP,Dredging Corporation of India Limited,561.00,556.85,559.00,569.00,555.25,561.40
312,313,DRREDDY,Dr. Reddy's Laboratories Limited,"1,967.85","1,972.95","1,975.00","1,995.80","1,965.00","1,967.85"
313,314,DSKULKARNI,DS Kulkarni Developers Limited,0,0,0,0,0,0
314,315,DUNCANSIND,Duncans Industries Limited,0,0,0,0,0,0
315,316,DWARKESH,Dwarikesh Sugar Industries Limited,23.65,22.85,23.50,23.80,22.70,23.60
316,317,DYNAMATECH,Dynamatic Technologies Limited,"1,813.90","1,744.80","1,747.05","1,814.15","1,745.00","1,790.50"
317,318,DYNASYS,Dynacons Systems & Solutions Limited,0,0,0,0,0,0
318,319,EASTSILK,Eastern Silk Industries Limited,3.95,3.75,4.00,4.10,3.70,3.90
319,320,EASUNREYRL,Easun Reyrolle Limited,16.00,15.55,16.00,16.30,16.00,16.00
320,321,ECEIND,ECE Industries Limited,316.50,310.85,314.15,316.50,306.10,314.80
321,322,ECLERX,eClerx Services Limited,"1,275.00","1,284.85","1,276.05","1,299.80","1,270.00","1,275.00"
322,323,EDELWEISS,Edelweiss Capital Limited,310.35,303.60,305.60,312.50,302.40,310.55
323,324,EDL,Empee Distilleries Limited,29.10,28.00,28.70,29.40,28.10,28.40
324,325,EDSERV,Edserv Softsystems Limited,0,0,0,0,0,0
325,326,EDUCOMP,Educomp Solutions Limited,3.95,3.95,3.95,4.10,3.80,4.10
326,327,EICHERMOT,Eicher Motors Limited,"30,200.00","29,515.40","29,522.55","30,333.35","29,522.55","30,203.45"
327,328,EIDPARRY,EID Parry India Limited,237.90,235.10,235.00,238.00,233.75,236.65
328,329,EIHAHOTELS,EIH Associated Hotels Limited,515.00,510.80,510.80,518.65,496.60,509.95
329,330,EIHOTEL,EIH Limited,167.50,167.95,168.60,169.75,166.50,168.05
330,331,EIMCOELECO,Eimco Elecon (India) Limited,399.90,390.30,381.05,403.00,381.05,399.90
331,332,EKC,Everest Kanto Cylinder Limited,42.90,43.35,43.60,43.75,42.60,42.85
332,333,ELDERPHARM,Elder Pharmaceuticals Limited,0,0,0,0,0,0
333,334,ELECON,Elecon Engineering Company Limited,63.30,62.00,61.20,63.85,61.20,63.20
334,335,ELECTCAST,Electrosteel Castings Limited,25.00,24.50,24.45,25.40,23.10,24.70
335,336,ELECTHERM,Electrotherm (India) Limited,166.50,159.45,160.00,168.00,160.00,165.85
336,337,ELGIEQUIP,Elgi Equipments Limited,290.00,289.10,288.30,290.10,285.10,289.90
337,338,EMAMIINFRA,Emami Infrastructure Limited,270.90,271.35,272.65,272.80,264.00,269.10
338,339,EMAMILTD,Emami Limited,"1,044.70","1,049.30","1,046.00","1,057.15","1,040.10","1,045.55"
339,340,EMCO,Emco Limited,7.10,7.45,7.40,7.45,7.10,7.10
340,341,EMKAY,Emkay Global Financial Services    Limited,146.00,144.05,144.90,146.00,140.35,145.45
341,342,EMMBI,Emmbi Polyarns Limited,160.50,158.50,158.35,161.10,156.10,160.30
342,343,ENERGYDEV,Energy Development Company Limited,18.15,18.40,18.65,18.65,17.80,18.15
343,344,ENGINERSIN,Engineers India Limited,139.60,133.50,134.00,139.90,133.80,138.80
344,345,ENIL,Entertainment Network (India) Limited,663.90,651.20,652.85,664.90,651.25,662.15
345,346,ENTEGRA,Entegra Limited,0,0,0,0,0,0
346,347,ERAINFRA,Era Infra Engineering Limited,0,0,0,0,0,0
347,348,EROSMEDIA,Eros International Media Limited,141.80,142.15,145.05,150.25,138.30,142.70
348,349,ESABINDIA,Esab India Limited,642.05,642.45,640.90,655.00,640.00,643.55
349,350,ESCORTS,Escorts Limited,918.20,890.30,889.50,919.90,886.00,916.35
350,351,ESL,Electrosteel Steels Limited,1.10,1.15,1.10,1.10,1.10,1.10
351,352,ESSAROIL,Essar Oil Limited,0,0,0,0,0,0
352,353,ESSARPORTS,Essar Ports Limited,0,0,0,0,0,0
353,354,ESSDEE,Ess Dee Aluminium Limited,35.60,37.20,36.90,38.00,35.50,36.55
354,355,ESSELPACK,Essel Propack Limited,255.90,255.00,251.10,261.00,251.10,255.95
355,356,ESTER,Ester Industries Limited,57.50,56.15,57.15,58.85,55.50,58.20
356,357,EUROCERA,Euro Ceramics Limited,4.20,4.30,4.00,4.35,3.80,4.20
357,358,EUROMULTI,Euro Multivision Limited,0,0,0,0,0,0
358,359,EUROTEXIND,Eurotex Industries and Exports Limited,29.90,28.55,30.45,30.50,29.90,29.90
359,360,EVEREADY,Eveready Industries India Limited,260.00,259.60,259.60,260.00,256.10,259.30
360,361,EVERESTIND,Everest Industries Limited,460.35,459.20,463.30,468.30,451.60,456.55
361,362,EVERONN,Everonn Education Limited,0,0,0,0,0,0
362,363,EVINIX,Evinix Accessories Limited,0,0,0,0,0,0
363,364,EXCELCROP,Excel Crop Care Limited,"3,199.00","3,075.00","3,100.00","3,199.00","3,070.25","3,182.55"
364,365,EXCELINDUS,Excel Industries Limited,"1,398.00","1,288.40","1,290.00","1,400.00","1,290.00","1,374.30"
365,366,EXCELINFO,Excel Infoways Limited,0,0,0,0,0,0
366,367,EXIDEIND,Exide Industries Limited,257.35,243.35,243.45,259.50,243.25,257.90
367,368,FACT,Fertilizers and Chemicals Travancore Limited,44.00,43.35,43.70,44.80,43.05,44.05
368,369,FAGBEARING,FAG Bearings India Limited,0,0,0,0,0,0
369,370,FAME,Fame India Limited,0,0,0,0,0,0
370,371,FARMAXIND,Farmax India Limited,0,0,0,0,0,0
371,372,FCH,Future Capital Holdings Limited,0,0,0,0,0,0
372,373,FCSSOFT,FCS Software Solutions Limited,0.30,0.25,0.30,0.30,0.25,0.30
373,374,FDC,FDC Limited,243.10,245.50,244.85,249.85,243.00,243.70
374,375,FEDDERLOYD,Fedders Lloyd Corporation Limited,0,0,0,0,0,0
375,376,FEDERALBNK,The Federal Bank Limited,84.60,82.90,83.00,84.80,82.80,84.40
376,377,FIEMIND,Fiem Industries Limited,845.80,831.50,834.40,853.50,828.05,845.20
377,378,FINANTECH ,Financial Technologies (India)    Limited,0,0,0,0,0,0
378,379,FINCABLES,Finolex Cables Limited,681.05,679.05,681.00,685.55,679.80,684.95
379,380,FINPIPE,Finolex Industries Limited,625.00,627.50,627.50,636.00,623.10,625.00
380,381,FIRSTLEASE ,First Leasing Company of India    Limited,0,0,0,0,0,0
381,382,FIRSTWIN,First Winner Industries Limited,1.40,1.40,1.40,1.40,1.40,1.40
382,383,FKONCO,Fresenius Kabi Oncology Limited,0,0,0,0,0,0
383,384,FMGOETZE,Federal-Mogul Goetze (India) Limited,436.00,439.05,438.80,438.80,429.60,436.55
384,385,FORTIS,Fortis Healthcare (India) Limited,145.90,142.95,142.60,145.90,142.10,145.05
385,386,FOSECOIND,Foseco India Limited,"1,390.00","1,391.40","1,381.50","1,400.00","1,381.50","1,394.80"
386,387,FOURSOFT,Four Soft Limited,0,0,0,0,0,0
387,388,FSL,Firstsource Solutions Limited,71.90,70.45,70.95,72.45,70.75,71.85
388,389,FUTUREVENT,Future Ventures India Limited,0,0,0,0,0,0
389,390,GABRIEL,Gabriel India Limited,149.85,153.80,154.80,154.80,149.00,149.70
390,391,GAEL,Gujarat Ambuja Exports Limited,227.95,232.50,232.40,237.00,226.00,227.20
391,392,GAIL,GAIL (India) Limited,320.85,309.50,313.00,324.00,310.10,319.15
392,393,GAL,Gyscoal Alloys Limited,7.20,7.15,7.40,7.40,7.05,7.10
393,394,GALLANTT,Gallantt Metal Limited,48.80,46.50,48.80,48.80,48.80,48.80
394,395,GALLISPAT,Gallantt Ispat Limited,282.50,277.60,279.65,285.00,274.45,278.70
395,396,GAMMNINFRA,Gammon Infrastructure Projects    Limited,2.40,2.40,2.45,2.45,2.35,2.35
396,397,GAMMONIND,Gammon India Limited,0,0,0,0,0,0
397,398,GANDHITUBE,Gandhi Special Tubes Limited,401.00,393.65,392.00,404.00,391.60,402.60
398,399,GANESHHOUC,Ganesh Housing Corporation Limited,119.70,119.50,120.00,121.50,119.50,119.95
399,400,GARDENSILK,Garden Silk Mills Limited,30.80,30.90,31.00,31.50,30.40,30.95
400,401,GARWALLROP,Garware Wall Ropes Limited,934.70,936.30,938.65,950.85,920.55,930.00
401,402,GLOBOFFS,Global Offshore Services Limited,20.65,20.10,20.55,20.80,20.30,20.65
402,403,GATI,GATI Limited,99.95,97.30,97.30,106.20,96.60,99.85
403,404,GDL,Gateway Distriparks Limited,199.10,165.95,166.10,199.10,166.10,199.10
404,405,GEECEE,GeeCee Ventures Limited,146.35,152.60,151.65,152.05,146.20,146.75
405,406,GEINDSYS,GEI Industrial Systems Limited,0,0,0,0,0,0
406,407,GEMINI,Gemini Communication Limited,0.90,0.90,0.90,0.95,0.90,0.90
407,408,GENESYS,Genesys International Corporation Limited,241.55,236.85,235.10,243.00,235.10,241.60
408,409,GENUSPOWER,Genus Power Infrastructures Limited,44.40,43.85,43.85,45.45,43.50,44.50
409,410,GEODESIC,Geodesic Limited,0,0,0,0,0,0
410,411,GEOJITBNPP,Geojit BNP Paribas Financial Services    Limited,0,0,0,0,0,0
411,412,GEOMETRIC,Geometric Limited,0,0,0,0,0,0
412,413,GESHIP,The Great Eastern Shipping Company Limited,329.50,329.75,329.85,332.75,326.05,329.10
413,414,GHCL,GHCL Limited,274.10,275.35,276.40,277.35,274.00,276.15
414,415,GICHSGFIN,GIC Housing Finance Limited,382.40,378.30,379.00,383.80,375.60,382.10
415,416,GILLANDERS,Gillanders Arbuthnot & Company    Limited,70.25,69.00,69.00,70.50,68.10,69.75
416,417,GILLETTE,Gillette India Limited,"6,550.00","6,525.50","6,586.90","6,586.90","6,489.35","6,550.00"
417,418,GINNIFILA,Ginni Filaments Limited,24.05,23.60,23.35,24.30,23.15,24.05
418,419,GIPCL,Gujarat Industries Power Company Limited,95.85,98.45,98.45,99.00,95.20,96.10
419,420,GISOLUTION,GI Engineering Solutions Limited,0,0,0,0,0,0
420,421,GITANJALI,Gitanjali Gems Limited,5.80,5.55,5.80,5.80,5.80,5.80
421,422,GKWLIMITED,GKW Limited,762.40,726.10,735.00,762.40,725.00,757.80
422,423,GLAXO,GlaxoSmithKline Pharmaceuticals    Limited,"2,345.10","2,387.35","2,360.05","2,378.00","2,326.35","2,360.90"
423,424,GLENMARK,Glenmark Pharmaceuticals Limited,536.60,531.30,529.80,539.65,524.15,535.40
424,425,GLFL,Gujarat Lease Financing Limited,1.95,1.95,0.00,0.00,0.00,0.00
425,426,GLOBALVECT,Global Vectra Helicorp Limited,98.25,97.85,97.45,99.90,97.45,98.80
426,427,GLOBUSSPR,Globus Spirits Limited,131.00,129.45,131.00,134.15,129.85,131.00
427,428,GLODYNE,Glodyne Technoserve Limited,0,0,0,0,0,0
428,429,GLORY,Glory Polyfilms Limited,0,0,0,0,0,0
429,430,GMBREW,GM Breweries Limited,853.05,861.70,872.00,883.85,843.75,853.15
430,431,GMDCLTD,Gujarat Mineral Development    Corporation Limited,118.85,117.90,118.80,121.25,118.00,118.50
431,432,GMRINFRA,GMR Infrastructure Limited,18.00,17.20,17.40,18.05,17.25,17.90
432,433,GNFC,Gujarat Narmada Valley Fertilizer Company Limited,465.50,457.45,459.95,468.50,459.00,464.95
433,434,GOACARBON,Goa Carbon Limited,668.00,674.75,684.00,684.60,660.05,671.55
434,435,GODFRYPHLP,Godfrey Phillips India Limited,777.65,769.20,773.00,783.75,757.70,778.45
435,436,GODREJCP,Godrej Consumer Products Limited,"1,123.00","1,118.50","1,118.65","1,128.45","1,100.10","1,123.65"
436,437,GODREJIND,Godrej Industries Limited,566.00,547.95,553.15,571.00,548.05,566.10
437,438,GODREJPROP,Godrej Properties Limited,731.20,729.75,728.15,736.35,723.00,731.85
438,439,GOENKA,Goenka Diamond and Jewels Limited,0.40,0.35,0.40,0.40,0.35,0.40
439,440,GOKEX,Gokaldas Exports Limited,93.25,91.60,91.85,96.60,91.25,93.45
440,441,GOKUL,Gokul Refoils and Solvent Limited,12.55,12.75,13.00,13.00,12.25,12.55
441,442,GOLDENTOBC,Golden Tobacco Limited,64.00,64.00,0.00,0.00,0.00,0.00
442,443,GOLDIAM,Goldiam International Limited,69.90,69.70,70.65,70.95,69.20,70.55
443,444,GOLDINFRA,Goldstone Infratech Limited,152.00,158.30,160.00,161.70,150.50,152.15
444,445,GOLDTECH,Goldstone Technologies Limited,10.75,10.55,11.05,11.05,10.30,10.40
445,446,GPIL,Godawari Power And Ispat limited,438.85,433.70,431.70,444.80,431.70,440.10
446,447,GPPL,Gujarat Pipavav Port Limited,123.35,124.90,125.10,125.80,122.00,123.80
447,448,GRABALALK,Grabal Alok Impex Limited,0,0,0,0,0,0
448,449,GRANULES,Granules India Limited,79.45,83.10,81.30,82.00,77.80,79.50
449,450,GRAPHITE,Graphite India Limited,823.00,814.30,816.90,836.70,805.25,823.20
450,451,GRASIM,Grasim Industries Limited,"1,030.05","1,021.70","1,026.00","1,037.70","1,007.25","1,030.65"
451,452,GREAVESCOT,Greaves Cotton Limited,125.00,125.95,125.95,125.95,123.50,125.05
452,453,GREENPLY ,Greenply Industries Limited,0,0,0,0,0,0
453,454,GREENPOWER,Orient Green Power Company Limited,7.95,8.00,8.00,8.10,7.85,7.90
454,455,GRINDWELL,Grindwell Norton Limited,505.00,494.70,495.10,517.45,490.00,510.60
455,456,GRUH,Gruh Finance Limited,680.00,662.70,664.90,685.65,663.25,674.35
456,457,GSFC,Gujarat State Fertilizers & Chemicals Limited,114.45,110.85,112.00,115.35,112.00,114.00
457,458,GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,"6,531.25","6,313.75","6,313.75","6,606.00","6,300.00","6,534.00"
458,459,GSLNOVA,GSL Nova Petrochemicals Limited,0,0,0,0,0,0
459,460,GSPL,Gujarat State Petronet Limited,175.50,174.40,174.50,176.45,171.00,175.55
460,461,GSSAMERICA,GSS America Infotech Limited,0,0,0,0,0,0
461,462,GTL,GTL Limited,8.15,7.90,7.95,8.25,7.90,8.05
462,463,GTLINFRA,GTL Infrastructure Limited,1.65,1.60,1.55,1.65,1.55,1.55
463,464,GTNIND,GTN Industries Limited,11.80,10.80,10.80,11.80,10.60,11.75
464,465,GTOFFSHORE,Great Offshore Limited,0,0,0,0,0,0
465,466,GUFICBIO,Gufic Biosciences Limited,135.80,136.30,136.65,139.30,134.75,135.20
466,467,GUJALKALI,Gujarat Alkalies and Chemicals    Limited,654.00,618.50,675.00,688.95,635.25,651.95
467,468,GUJAPOLLO,Gujarat Apollo Industries Limited,198.30,196.90,203.80,214.50,198.10,198.75
468,469,GUJFLUORO,Gujarat Fluorochemicals Limited,785.00,798.90,802.80,815.45,782.00,789.55
469,470,GUJNRECOKE,Gujarat NRE Coke Limited,0,0,0,0,0,0
470,471,    GUJRATGAS,Gujarat Gas Company Limited,0,0,0,0,0,0
